vdd	vair_f	air_adc	AirDirectADC	AirDirectVolt
0.00	0.00	0	0	0.00
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1021	4.94
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1021	4.94
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1019	4.93
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1020	4.94
4.96	3.69	0	1023	4.95
4.96	3.69	0	1017	4.92
4.96	3.69	0	1022	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1018	4.93
4.96	3.69	0	1023	4.95
4.96	3.69	0	1021	4.94
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1020	4.94
4.96	3.69	0	1022	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1020	4.94
4.96	3.69	0	994	4.81
4.96	3.69	0	899	4.35
4.96	3.69	0	891	4.31
4.96	3.69	0	863	4.18
4.96	3.69	0	871	4.22
4.96	3.69	0	853	4.13
4.96	3.69	0	850	4.12
4.96	3.69	0	833	4.03
4.96	3.69	0	818	3.96
4.96	3.68	2	811	3.93
4.96	3.64	9	796	3.85
4.96	3.63	13	791	3.83
4.96	3.57	25	779	3.77
4.96	3.55	28	775	3.75
4.96	3.54	31	770	3.73
4.96	3.51	38	766	3.71
4.96	3.49	41	765	3.70
4.96	3.45	50	760	3.68
4.96	3.42	58	754	3.65
4.96	3.37	69	747	3.62
4.96	3.37	70	746	3.61
4.96	3.28	94	731	3.54
4.96	3.20	117	717	3.47
4.96	3.14	134	711	3.44
4.96	3.10	144	705	3.41
4.96	3.08	150	698	3.38
4.96	3.05	160	699	3.38
4.96	3.02	169	692	3.35
4.96	2.81	230	665	3.22
4.96	2.79	238	662	3.20
4.96	2.76	245	658	3.19
4.96	2.73	255	656	3.18
4.96	2.68	271	648	3.14
4.96	2.67	273	648	3.14
4.96	2.61	291	640	3.10
4.96	2.56	309	630	3.05
4.96	2.40	359	610	2.95
4.96	2.38	367	608	2.94
4.96	2.31	387	597	2.89
4.96	2.10	457	575	2.78
4.96	2.03	479	566	2.74
4.96	1.97	500	556	2.69
4.96	1.89	526	546	2.64
4.96	1.67	595	520	2.52
4.96	1.63	610	514	2.49
4.96	1.41	680	486	2.35
4.96	1.20	750	460	2.23
4.96	1.02	808	436	2.11
4.96	1.00	827	429	2.08
4.96	1.00	854	420	2.03
4.96	1.00	868	408	1.98
4.94	0.99	887	398	1.92
4.94	0.99	916	380	1.83
4.94	0.99	926	366	1.76
4.94	0.99	938	352	1.70
4.94	0.99	943	342	1.65
4.94	0.99	949	334	1.61
4.96	1.00	952	327	1.58
4.94	0.99	956	316	1.52
4.96	1.00	957	315	1.52
4.94	0.99	959	310	1.49
4.94	0.99	959	310	1.49
4.94	0.99	958	314	1.51
4.96	1.00	957	315	1.52
4.96	1.00	958	316	1.53
4.94	0.99	958	316	1.52
4.94	0.99	958	311	1.50
4.94	0.99	958	315	1.52
4.94	0.99	958	313	1.51
4.94	0.99	964	294	1.42
4.94	0.99	964	292	1.41
4.94	0.99	964	293	1.41
4.96	1.00	964	291	1.41
4.94	0.99	965	290	1.40
4.94	0.99	964	295	1.42
4.94	0.99	962	300	1.45
4.94	0.99	964	293	1.41
4.94	0.99	968	278	1.34
4.94	0.99	968	268	1.29
4.96	1.00	968	267	1.29
4.94	0.99	969	263	1.27
4.94	0.99	970	262	1.26
4.94	0.99	970	257	1.24
4.94	0.99	971	258	1.24
4.96	1.00	972	241	1.17
4.94	0.99	973	234	1.13
4.94	0.99	974	219	1.06
4.94	0.99	975	201	0.97
4.94	0.99	975	200	0.96
4.94	0.99	975	199	0.96
4.94	0.99	975	194	0.94
4.94	0.99	975	188	0.91
4.94	0.99	975	187	0.90
4.94	0.99	975	173	0.83
4.94	0.99	975	172	0.83
4.94	0.99	975	159	0.77
4.94	0.99	975	149	0.72
4.94	0.99	975	140	0.68
4.96	1.00	975	136	0.66
4.94	0.99	975	118	0.57
4.94	0.99	975	109	0.53
4.96	1.00	975	99	0.48
4.94	0.99	975	91	0.44
4.96	1.00	975	82	0.40
4.94	0.99	975	57	0.27
4.96	1.00	975	54	0.26
4.96	1.00	975	20	0.10
4.94	0.99	975	15	0.07
4.96	1.00	975	6	0.03
4.96	1.00	975	1	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	11	0.05
4.96	1.00	975	13	0.06
4.96	1.00	975	25	0.12
4.94	0.99	975	52	0.25
4.94	0.99	975	57	0.27
4.94	0.99	975	73	0.35
4.96	1.00	975	81	0.39
4.94	0.99	975	99	0.48
4.94	0.99	975	103	0.50
4.94	0.99	975	126	0.61
4.94	0.99	975	160	0.77
4.94	0.99	975	164	0.79
4.94	0.99	975	170	0.82
4.96	1.00	975	174	0.84
4.94	0.99	975	190	0.92
4.94	0.99	975	194	0.94
4.94	0.99	975	208	1.00
4.94	0.99	975	207	1.00
4.94	0.99	975	137	0.66
4.96	1.00	975	137	0.66
4.94	0.99	975	154	0.74
4.94	0.99	975	148	0.71
4.96	1.00	975	149	0.72
4.94	0.99	975	174	0.84
4.94	0.99	975	180	0.87
4.94	0.99	974	214	1.03
4.94	0.99	970	259	1.25
4.94	0.99	972	240	1.16
4.94	0.99	971	248	1.20
4.94	0.99	971	299	1.44
4.94	0.99	959	306	1.48
4.96	1.00	951	326	1.58
4.96	1.00	948	333	1.61
4.96	1.00	947	338	1.64
4.94	0.99	933	361	1.74
4.96	1.00	919	377	1.83
4.94	0.99	914	378	1.82
4.94	0.99	901	392	1.89
4.94	0.99	880	405	1.95
4.96	1.00	873	409	1.98
4.96	1.00	839	424	2.05
4.96	1.00	841	423	2.05
4.94	0.99	858	419	2.02
4.96	1.00	853	416	2.01
4.96	1.00	855	416	2.01
4.96	1.00	858	415	2.01
4.96	1.00	880	403	1.95
4.94	0.99	876	407	1.96
4.94	0.99	882	405	1.95
4.96	1.00	881	405	1.96
4.96	1.00	880	405	1.96
4.94	0.99	878	406	1.96
4.96	1.00	880	405	1.96
4.94	0.99	831	427	2.06
4.96	1.00	813	429	2.08
4.96	1.09	783	446	2.16
4.96	1.11	777	448	2.17
4.96	1.25	732	467	2.26
4.94	1.27	723	468	2.26
4.96	1.40	685	481	2.33
4.96	1.45	669	493	2.39
4.96	1.51	649	497	2.41
4.96	1.49	656	508	2.46
4.96	1.46	664	492	2.38
4.96	1.73	578	528	2.56
4.96	1.61	614	512	2.48
4.96	1.67	595	520	2.52
4.96	1.66	599	518	2.51
4.94	1.34	698	480	2.31
4.96	1.35	699	478	2.31
4.96	1.43	675	495	2.40
4.96	2.12	449	577	2.79
4.96	2.10	456	575	2.78
4.96	2.08	462	572	2.77
4.96	2.00	489	558	2.70
4.96	2.04	475	566	2.74
4.96	1.68	593	523	2.53
4.96	2.34	378	606	2.93
4.96	2.39	362	610	2.95
4.96	2.49	332	624	3.02
4.96	2.51	324	626	3.03
4.96	2.60	295	639	3.09
4.96	2.63	286	643	3.11
4.96	2.79	238	663	3.21
4.96	2.81	231	665	3.22
4.96	2.91	202	681	3.30
4.96	2.92	199	681	3.30
4.96	2.96	186	684	3.31
4.96	2.98	179	690	3.34
4.96	3.02	168	694	3.36
4.96	3.11	143	706	3.42
4.96	3.19	119	718	3.48
4.96	3.21	114	719	3.48
4.96	3.22	111	718	3.48
4.96	3.28	93	732	3.54
4.96	3.29	91	733	3.55
4.96	3.34	78	739	3.58
4.96	3.35	76	741	3.59
4.96	3.38	67	747	3.62
4.96	3.38	67	746	3.61
4.96	3.36	72	743	3.60
4.96	3.47	45	760	3.68
4.96	3.39	65	748	3.62
4.96	3.63	13	790	3.82
4.96	3.64	9	796	3.85
4.96	3.66	6	762	3.69
4.96	3.69	0	842	4.08
4.96	3.69	0	846	4.10
4.96	3.69	0	855	4.14
4.96	3.69	0	860	4.16
4.96	3.69	0	879	4.26
4.96	3.69	0	872	4.22
4.96	3.69	0	886	4.29
4.96	3.69	0	970	4.70
4.96	3.69	0	984	4.76
4.96	3.69	0	1002	4.85
4.96	3.69	0	1021	4.94
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1018	4.93
4.96	3.69	0	1022	4.95
4.96	3.69	0	1022	4.95
4.96	3.69	0	1023	4.95
4.96	3.69	0	1019	4.93
4.96	3.69	0	1023	4.95
4.96	3.69	0	1021	4.94
4.96	3.69	0	1021	4.94
4.96	3.69	0	1018	4.93
4.96	3.69	0	975	4.72
4.96	3.69	0	919	4.45
4.96	3.69	0	909	4.40
4.96	3.69	0	900	4.36
4.96	3.69	0	872	4.22
4.96	3.69	0	848	4.11
4.96	3.69	0	820	3.97
4.96	3.68	1	819	3.97
4.96	3.67	3	809	3.92
4.96	3.20	116	720	3.49
4.96	3.19	119	718	3.48
4.96	3.11	142	705	3.41
4.96	3.02	169	691	3.35
4.96	2.84	221	668	3.23
4.96	2.82	229	666	3.22
4.96	2.44	345	620	3.00
4.96	2.41	356	615	2.98
4.96	2.31	389	597	2.89
4.96	2.06	470	561	2.72
4.96	1.71	583	523	2.53
4.96	1.52	645	506	2.45
4.96	1.46	665	493	2.39
4.96	1.20	749	460	2.23
4.96	1.14	768	453	2.19
4.96	1.11	778	448	2.17
4.96	1.09	783	448	2.17
4.96	1.09	784	448	2.17
4.96	1.09	785	446	2.16
4.96	1.09	785	449	2.17
4.96	1.09	785	441	2.13
4.96	1.09	785	446	2.16
4.96	1.09	785	447	2.16
4.96	1.09	785	449	2.17
4.96	1.09	785	445	2.15
4.96	1.09	785	448	2.17
4.96	1.09	785	447	2.16
4.94	1.08	784	446	2.15
4.96	1.10	782	447	2.16
4.96	1.09	783	442	2.14
4.96	1.09	783	446	2.16
4.94	1.07	787	443	2.14
4.94	1.08	784	447	2.16
4.94	1.08	784	447	2.16
4.96	1.09	786	445	2.15
4.96	1.08	787	444	2.15
4.96	1.08	787	446	2.16
4.96	1.00	825	427	2.07
4.96	1.00	843	422	2.04
4.96	1.00	933	354	1.71
4.96	1.00	940	348	1.68
4.96	1.00	952	326	1.58
4.94	0.99	948	334	1.61
4.94	0.99	962	299	1.44
4.94	0.99	964	290	1.40
4.94	0.99	960	316	1.52
4.94	0.99	959	306	1.48
4.96	1.00	963	294	1.42
4.94	0.99	970	261	1.26
4.94	0.99	970	261	1.26
4.96	1.00	971	255	1.23
4.94	0.99	973	223	1.08
4.94	0.99	974	211	1.02
4.96	1.00	974	212	1.03
4.96	1.00	975	201	0.97
4.94	0.99	975	199	0.96
4.94	0.99	975	182	0.88
4.94	0.99	975	163	0.79
4.94	0.99	975	135	0.65
4.94	0.99	975	132	0.64
4.96	1.00	975	124	0.60
4.94	0.99	975	132	0.64
4.94	0.99	975	133	0.64
4.96	1.00	975	128	0.62
4.96	1.00	975	129	0.62
4.96	1.00	975	145	0.70
4.96	1.00	975	168	0.81
4.96	1.00	975	182	0.88
4.96	1.00	975	190	0.92
4.94	0.99	975	205	0.99
4.96	1.00	974	216	1.05
4.96	1.00	970	263	1.27
4.94	0.99	969	266	1.28
4.96	1.00	967	273	1.32
4.96	1.00	966	277	1.34
4.96	1.00	967	277	1.34
4.94	0.99	969	264	1.27
4.94	0.99	971	255	1.23
4.96	1.00	973	222	1.07
4.94	0.99	974	216	1.04
4.94	0.99	975	192	0.93
4.94	0.99	975	183	0.88
4.94	0.99	975	171	0.82
4.94	0.99	975	156	0.75
4.94	0.99	975	139	0.67
4.94	0.99	975	116	0.56
4.94	0.99	975	106	0.51
4.96	1.00	975	106	0.51
4.94	0.99	975	95	0.46
4.96	1.00	975	71	0.34
4.94	0.99	975	51	0.25
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.96	1.00	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.94	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.92	0.99	975	0	0.00
4.90	0.99	975	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	975	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	975	0	0.00
4.90	0.99	974	1	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	1	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	2	0.01
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	1	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	1	0.00
4.90	0.99	974	141	0.67
4.90	0.99	974	144	0.69
4.90	0.99	974	152	0.73
4.90	0.99	974	176	0.84
4.90	0.99	974	192	0.92
4.90	0.99	974	204	0.98
4.90	0.99	974	206	0.99
4.90	0.99	974	210	1.00
4.90	0.99	973	216	1.03
4.90	0.99	973	219	1.05
4.90	0.99	972	229	1.10
4.90	0.99	971	240	1.15
4.90	0.99	964	284	1.36
4.90	0.99	963	293	1.40
4.90	0.99	956	313	1.50
4.90	0.99	954	321	1.54
4.90	0.99	953	321	1.54
4.90	0.99	948	331	1.58
4.90	0.99	948	336	1.61
4.90	0.99	938	348	1.66
4.90	0.99	949	326	1.56
4.90	0.99	935	349	1.67
4.90	0.99	845	417	2.00
4.90	0.99	805	429	2.05
4.90	1.05	784	444	2.12
4.90	1.19	740	460	2.20
4.90	1.31	698	477	2.28
4.90	1.32	697	475	2.27
4.90	1.31	700	476	2.28
4.90	1.31	700	475	2.27
4.90	1.31	700	476	2.28
4.90	1.28	708	471	2.25
4.90	1.27	711	469	2.24
4.90	1.30	704	472	2.26
4.90	1.30	703	474	2.27
4.90	1.30	703	477	2.28
4.90	1.31	701	475	2.27
4.90	1.31	701	471	2.25
4.90	1.31	700	475	2.27
4.90	1.31	701	476	2.28
4.90	1.31	701	475	2.27
4.90	1.31	700	476	2.28
4.90	1.31	700	477	2.28
4.90	1.31	700	476	2.28
4.90	1.31	700	474	2.27
4.90	1.31	700	476	2.28
4.90	1.49	640	501	2.40
4.90	1.77	549	535	2.56
4.90	1.78	547	534	2.55
4.90	1.93	497	554	2.65
4.90	1.98	483	560	2.68
4.90	2.02	468	568	2.72
4.90	2.07	452	572	2.74
4.90	2.14	431	582	2.78
4.90	2.21	406	593	2.84
4.90	2.29	383	600	2.87
4.90	2.42	341	612	2.93
4.90	2.44	334	623	2.98
4.90	2.54	300	635	3.04
4.90	2.58	287	638	3.05
4.92	2.66	267	650	3.12
4.90	2.75	235	660	3.16
4.90	2.84	208	675	3.23
4.90	3.00	162	695	3.33
4.92	3.13	129	709	3.41
4.90	3.17	112	718	3.44
4.90	3.22	98	726	3.47
4.90	3.22	98	726	3.47
4.90	3.22	97	728	3.48
4.90	3.31	75	741	3.55
4.92	3.40	55	753	3.62
4.92	3.40	56	750	3.60
4.90	3.51	29	773	3.70
4.92	3.66	0	821	3.94
4.92	3.66	0	824	3.96
4.90	3.64	0	832	3.98
4.92	3.66	0	848	4.07
4.92	3.66	0	878	4.22
4.92	3.66	0	905	4.35
4.90	3.64	0	932	4.46
4.90	3.64	0	991	4.74
4.90	3.64	0	1022	4.89
4.92	3.66	0	1023	4.91
4.92	3.66	0	1023	4.91
4.92	3.66	0	1023	4.91
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.92	3.66	0	994	4.77
4.90	3.64	0	994	4.76
4.92	3.66	0	986	4.74
4.90	3.64	0	985	4.71
4.90	3.64	0	946	4.53
4.92	3.66	0	945	4.54
4.92	3.66	0	923	4.43
4.92	3.66	0	907	4.36
4.92	3.66	0	900	4.32
4.92	3.66	0	893	4.29
4.90	3.64	0	869	4.16
4.92	3.66	0	867	4.16
4.92	3.66	0	853	4.10
4.90	3.64	0	848	4.06
4.90	3.64	0	841	4.02
4.92	3.64	4	800	3.84
4.90	3.60	10	794	3.80
4.92	3.61	10	792	3.80
4.90	3.57	16	781	3.74
4.90	3.49	33	769	3.68
4.90	3.48	34	763	3.65
4.92	3.48	38	761	3.66
4.90	3.40	51	756	3.62
4.92	3.30	81	734	3.53
4.90	3.07	140	706	3.38
4.90	3.02	155	698	3.34
4.90	2.95	176	689	3.30
4.90	2.93	181	682	3.26
4.90	2.76	234	659	3.15
4.90	2.75	236	660	3.16
4.90	2.73	242	657	3.14
4.90	2.62	277	640	3.06
4.90	2.48	320	624	2.99
4.92	2.25	398	591	2.84
4.90	2.18	417	586	2.80
4.90	1.70	572	522	2.50
4.90	1.52	632	498	2.38
4.90	1.39	675	487	2.33
4.90	1.25	719	467	2.23
4.90	1.09	772	446	2.13
4.90	1.03	790	439	2.10
4.90	0.99	808	433	2.07
4.90	0.99	820	427	2.04
4.90	0.99	823	425	2.03
4.90	0.99	823	425	2.03
4.90	0.99	824	425	2.03
4.90	0.99	829	423	2.02
4.90	0.99	826	422	2.02
4.90	0.99	899	390	1.87
4.90	0.99	910	381	1.82
4.90	0.99	819	428	2.05
4.90	0.99	832	421	2.01
4.90	0.99	837	423	2.02
4.90	0.99	845	414	1.98
4.90	0.99	883	398	1.90
4.90	0.99	881	397	1.90
4.90	0.99	934	352	1.68
4.90	0.99	940	344	1.65
4.90	0.99	939	342	1.64
4.90	0.99	946	336	1.61
4.90	0.99	948	329	1.57
4.90	0.99	952	323	1.55
4.90	0.99	952	323	1.55
4.90	0.99	959	296	1.42
4.90	0.99	963	293	1.40
4.90	0.99	964	289	1.38
4.90	0.99	966	272	1.30
4.90	0.99	970	253	1.21
4.90	0.99	971	242	1.16
4.90	0.99	973	216	1.03
4.90	0.99	974	208	1.00
4.90	0.99	974	204	0.98
4.90	0.99	974	148	0.71
4.90	0.99	974	141	0.67
4.90	0.99	974	127	0.61
4.90	0.99	974	81	0.39
4.90	0.99	974	42	0.20
4.90	0.99	974	33	0.16
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	0	0.00
4.90	0.99	974	9	0.04
4.90	0.99	974	33	0.16
4.90	0.99	974	53	0.25
4.90	0.99	974	82	0.39
4.90	0.99	974	90	0.43
4.90	0.99	974	94	0.45
4.90	0.99	974	95	0.45
4.90	0.99	974	112	0.54
4.90	0.99	974	119	0.57
4.90	0.99	974	143	0.68
4.90	0.99	974	153	0.73
4.90	0.99	974	158	0.76
4.90	0.99	974	168	0.80
4.90	0.99	974	166	0.79
4.90	0.99	974	176	0.84
4.90	0.99	974	185	0.89
4.90	0.99	972	234	1.12
4.90	0.99	971	236	1.13
4.90	0.99	968	263	1.26
4.90	0.99	968	266	1.27
4.90	0.99	967	267	1.28
4.90	0.99	967	272	1.30
4.90	0.99	967	269	1.29
4.90	0.99	956	316	1.51
4.90	0.99	937	349	1.67
4.90	0.99	920	371	1.77
4.90	0.99	863	410	1.96
4.90	0.99	856	408	1.95
4.90	0.99	856	410	1.96
4.90	0.99	857	410	1.96
4.90	0.99	857	411	1.97
4.90	0.99	860	409	1.96
4.90	0.99	860	410	1.96
4.90	0.99	858	406	1.94
4.90	0.99	858	411	1.97
4.90	0.99	858	409	1.96
4.90	0.99	855	412	1.97
4.90	0.99	855	413	1.98
4.90	0.99	855	413	1.98
4.90	0.99	855	412	1.97
4.90	0.99	854	413	1.98
4.90	0.99	853	408	1.95
4.90	1.39	674	487	2.33
4.90	1.72	566	524	2.51
4.90	1.79	545	532	2.55
4.90	1.79	545	534	2.55
4.90	1.79	545	534	2.55
4.90	1.78	546	536	2.56
4.90	1.78	546	531	2.54
4.90	1.92	502	552	2.64
4.90	1.68	578	527	2.52
4.90	1.61	603	515	2.46
4.90	1.62	598	516	2.47
4.90	1.55	622	504	2.41
4.90	1.66	587	521	2.49
4.90	0.99	812	418	2.00
4.90	2.16	422	584	2.79
4.90	2.17	421	584	2.79
4.90	2.17	420	582	2.78
4.90	2.17	420	584	2.79
4.90	2.17	421	584	2.79
4.92	2.18	421	583	2.80
4.90	2.17	421	584	2.79
4.90	2.16	422	584	2.79
4.90	2.17	421	582	2.78
4.90	2.17	421	584	2.79
4.90	2.16	425	580	2.77
4.90	2.16	425	583	2.79
4.90	2.16	423	583	2.79
4.90	2.16	423	581	2.78
4.90	2.16	422	583	2.79
4.90	2.16	424	583	2.79
4.90	2.16	422	578	2.77
4.90	2.16	423	582	2.78
4.90	2.16	422	584	2.79
4.90	2.16	422	584	2.79
4.90	2.16	423	584	2.79
4.90	2.16	422	581	2.78
4.90	2.49	318	628	3.00
4.90	3.23	96	728	3.48
4.90	3.22	98	726	3.47
4.92	3.40	54	755	3.63
4.92	3.61	11	792	3.80
4.92	3.64	3	806	3.87
4.92	3.66	0	886	4.26
4.90	3.64	0	948	4.54
4.90	3.64	0	1022	4.89
4.90	3.64	0	1022	4.89
4.92	3.66	0	1021	4.90
4.90	3.64	0	1018	4.87
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.92	3.66	0	1019	4.89
4.90	3.64	0	1022	4.89
4.92	3.66	0	1023	4.91
4.90	3.64	0	1023	4.89
4.90	3.64	0	1023	4.89
4.92	3.66	0	1022	4.91
